Index	Truth	Is_Accurate	ProbSen	Size	Sentence	Tree	RootEmbedding
1	0	1	0.009756673127412796	2	 3.6 Milestones.	 (0 (0 (0 3.6) (0 Milestones)) (0 .))	[0.856648,0.0,0.131131,0.0,0.348856,0.0,0.170964,0.0,0.0,0.0,0.0,0.0,0.856505,0.0,1.00147,0.0,0.402433,0.0,0.0,1.22142,0.5295,0.0465153,0.0,0.0,0.0,0.191674,0.0,0.0617784,0.0,0.0,1.01933,0.0339538,0.185672,0.316739,0.0120224,0.131403,0.0889427,0.249757,0.0,0.0,0.381263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324951,0.0,0.65114,0.078425,1.40134,0.0,0.0,0.0,0.806425,1.06735,0.10612,0.0,0.0949719,0.0,0.0,0.910857,0.0,1.01913,0.0,0.0810772,0.162764,0.443386,0.0,0.0,0.0,0.0,0.0,0.721247,0.0,0.686793,0.0,0.0,0.0,1.38393,0.887225,0.337022,0.0,0.0,0.086602,1.02349,0.0,0.0,0.265579,0.0,0.0,1.64701]
1	0	1	0.49432235956192017	38	 -LRB- b -RRB- Liabilities means all liabilities of Party B, including, but not limited to, accrued expenses, amounts due to brokers, redemptions payable, commodity options written, and all fees and commissions payable.	 (0 (0 (0 (0 -LRB-) (0 (0 b) (0 -RRB-))) (0 (0 (0 Liabilities) (0 means)) (0 (0 all) (0 (0 liabilities) (0 of))))) (0 (0 (0 (0 Party) (0 B)) (0 (0 ,) (0 (0 including) (0 (0 ,) (0 (0 but) (0 (0 not) (0 (0 limited) (0 (0 to) (0 (0 ,) (0 (0 accrued) (0 expenses,))))))))))) (0 (0 (0 amounts) (0 (0 (0 due) (0 (0 to) (0 (0 brokers) (0 (0 (0 ,) (0 (0 redemptions) (0 payable))) (0 ,))))) (0 commodity))) (0 (0 (0 options) (0 (0 written) (0 (0 ,) (0 (0 and) (0 (0 all) (0 fees)))))) (0 (0 (0 and) (0 (0 commissions) (0 payable))) (0 .))))))	[0.999451,0.0,0.0,0.0,0.0455777,0.0,0.0,0.0,0.0830634,0.0,0.0,0.0,0.903569,0.0,0.440577,0.0,0.392248,0.0,0.0,0.537192,0.981165,0.0,0.140993,0.0,0.0,0.0,0.0,0.290493,0.0,0.0,0.955289,0.0,0.0441347,0.0,0.0,0.0,0.0,0.0,0.650379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199657,0.0,0.0,0.0,0.0,1.03103,0.0,0.14344,0.0,0.6437,0.0700024,0.0,0.0,0.539889,0.21871,0.0,0.0,0.0,0.0,0.0,0.420834,0.0,0.620972,0.0,0.0,0.0,0.932224,0.0,0.0,0.0,0.0,0.0,1.06828,0.0,0.826262,0.0,0.0,0.0,0.339263,1.1353,0.0,0.0,0.0,0.0,0.360187,0.0,0.0,0.0,0.0,0.0,0.725508]
1	4	0	0.18302206695079803	24	 -LRB- B -RRB- `` Threshold '' means with respect to Party A, $ 35,000,000, and with respect to Party B, none.	 (4 (4 (4 (4 -LRB-) (4 (4 B) (4 -RRB-))) (4 (4 ``) (4 (4 (4 Threshold) (4 '')) (4 (4 means) (4 (4 (4 with) (4 respect)) (4 (4 to) (4 Party))))))) (4 (4 A) (4 (4 ,) (4 (4 (4 $) (4 35,000,000)) (4 (4 ,) (4 (4 and) (4 (4 with) (4 (4 (4 respect) (4 (4 to) (4 (4 Party) (4 (4 B) (4 (4 ,) (4 none)))))) (4 .)))))))))	[0.993069,0.0,0.129664,0.0,0.0,0.0,0.0854691,0.0,0.0,0.0,0.0,0.127962,0.705643,0.0,0.88573,0.0,0.502397,0.0,0.0,0.71339,1.07846,0.0120823,0.0,0.0,0.12454,0.0438219,0.0936471,0.278439,0.0,0.045335,0.980597,0.0,0.0432976,0.0,0.0,0.172897,0.0,0.0120777,0.747103,0.0,0.0,0.0,0.0,0.0,0.110294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12434,0.0,0.330108,0.0,0.771761,0.0,0.0,0.0,0.440835,0.471738,0.0,0.0,0.0,0.0,0.0,0.665639,0.0,0.730858,0.0,0.0,0.0,0.906727,0.0,0.0,0.0,0.191537,0.0,1.02733,0.0,0.698308,0.0,0.0563132,0.0,0.55773,1.36134,0.0,0.0,0.0,0.0,0.335682,0.0,0.0,0.0,0.0,0.0,0.480293]
1	0	1	0.02578452043235302	28	 We hereby agree with you that documents drawn under and in compliance with the terms of this Letter of Credit shall be duly honored upon presentation as specified.	 (0 (0 (0 We) (0 (0 hereby) (0 (0 agree) (0 (0 with) (0 (0 you) (0 (0 (0 that) (0 documents)) (0 (0 drawn) (0 under)))))))) (0 (0 (0 (0 and) (0 (0 (0 in) (0 compliance)) (0 (0 with) (0 (0 the) (0 (0 terms) (0 (0 of) (0 (0 this) (0 Letter)))))))) (0 of)) (0 (0 (0 Credit) (0 (0 shall) (0 (0 be) (0 (0 duly) (0 (0 honored) (0 (0 upon) (0 (0 presentation) (0 (0 as) (0 specified))))))))) (0 .))))	[1.05414,0.0,0.380136,0.0,0.0496253,0.0,0.317482,0.0,0.0,0.0,0.0,0.307816,1.21364,0.355629,0.278104,0.0,0.188061,0.0,0.0,0.533415,0.927802,0.0751279,0.0,0.0,0.072141,0.0265023,0.272825,0.683565,0.0,0.0,0.791626,0.0,0.0,0.0351607,0.0,0.1529,0.0978139,0.0795178,0.906856,0.0,0.0,0.0,0.0,0.32769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964714,0.160672,0.21394,0.0,0.950208,0.23191,0.0,0.0,0.235471,0.58615,0.269314,0.0,0.0,0.0,0.0,0.419946,0.0155952,0.863118,0.0,0.0245709,0.0,1.08155,0.0,0.0,0.0,0.285233,0.0,1.00798,0.0,1.0644,0.0,0.213226,0.0,0.353207,1.15389,0.0,0.0,0.0,0.0,0.344016,0.0,0.0,0.0,0.0,0.0,0.888515]
1	0	1	0.023402845486998558	2	 Purchase Amount.	 (0 (0 (0 Purchase) (0 Amount)) (0 .))	[1.02301,0.21976,0.0748851,0.0,0.489636,0.0,0.0,0.0,0.0,0.0,0.0682031,0.0,1.24672,0.0,0.831959,0.0,0.0,0.0,0.0,0.855005,0.746986,0.0563044,0.0,0.0,0.0967467,0.0792767,0.0503435,0.0,0.0,0.0,1.41245,0.130969,0.0111987,0.0,0.156875,0.0,0.0,0.189813,0.258477,0.0,0.0485955,0.0672515,0.113104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00349126,0.0,0.644026,0.0606947,0.529738,0.00792519,1.71108,0.0,0.0,0.0066344,0.736129,0.992182,0.143434,0.0,0.205682,0.0,0.0,0.579231,0.0,1.2928,0.0,0.0,0.0,0.500906,0.0,0.0,0.0,0.0,0.0,1.49851,0.0,0.717571,0.0,0.115564,0.0,1.37953,1.00024,0.187554,0.016182,0.0,0.0,1.10728,0.0,0.0,0.454087,0.0,0.0,1.9862]
1	4	1	0.8198562860488892	2	 7.04 Severability.	 (4 (4 (4 7.04) (4 Severability)) (4 .))	[0.622059,0.0,0.0,0.0,0.0869957,0.0,0.000413258,0.0,0.0717722,0.0,0.0,0.0,0.812689,0.0,0.875299,0.0,0.644032,0.0,0.0,1.22381,0.491004,0.0,0.225183,0.0,0.0,0.0,0.0,0.000159897,0.0,0.0,0.656,0.0,0.116772,0.0840654,0.0,0.0,0.0,0.0229184,0.141125,0.0,0.104271,0.0,0.0,0.0,0.222412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146856,0.0,0.323999,0.0,1.27854,0.0,0.0,0.0,0.916189,0.835906,0.0,0.0,0.000294781,0.0,0.0,0.694581,0.0,0.744247,0.0,0.0,0.0,0.333209,0.0,0.0,0.311771,0.0,0.196926,0.545418,0.0,0.648809,0.0,0.0494542,0.0246425,1.27709,0.873082,0.255845,0.0,0.0,0.0,0.839338,0.0,0.0,0.046472,0.0,0.0,1.56623]
1	0	1	0.20036277174949646	6	 July 31, 2001 -LSB- -RSB-.	 (0 (0 (0 (0 July) (0 (0 31) (0 (0 ,) (0 (0 2001) (0 -LSB-))))) (0 -RSB-)) (0 .))	[0.906204,0.0885535,0.0853918,0.0,0.0711819,0.0,0.0263119,7.06553e-05,0.0,0.0,0.0,0.0,1.17414,0.0,0.849518,0.0,0.448647,0.0,0.0,0.67556,0.870002,0.0384735,0.0,0.0,0.0,0.00360906,0.0,0.0,0.0,0.0,1.08216,0.0,0.180003,0.0,0.0,0.0,0.0,0.050704,0.078834,0.0,0.0951575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0854559,0.0,0.488156,0.0,0.416372,0.0,1.36869,0.0,0.0,0.0,0.921257,0.824846,0.0,0.0,0.0111801,0.0,0.0,0.74416,0.0,1.06,0.0,0.0,0.0661268,0.555628,0.0,0.0,0.0,0.0,0.0,1.20379,0.0,1.03465,0.0,0.032449,0.0,1.17636,1.09767,0.0381486,0.0,0.0,0.0,0.960827,0.0,0.0,0.15472,0.0,0.0,1.569]
1	0	1	0.15670226514339447	4	 -LRB- iv -RRB- Thresholds.	 (0 (0 (0 (0 -LRB-) (0 (0 iv) (0 -RRB-))) (0 Thresholds)) (0 .))	[0.93357,0.0102384,0.084003,0.0,0.210152,0.0,0.0,0.0,0.0,0.0,0.0,0.00393078,1.02769,0.0,0.993837,0.0,0.490838,0.0,0.0,0.966701,0.741673,0.0311568,0.0,0.0,0.0284846,0.106246,0.0,0.0,0.0,0.0,1.0334,0.0,0.106995,0.0,0.0,0.0,0.0,0.0569771,0.18433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502953,0.0,0.588196,0.0,1.41256,0.0,0.0959109,0.0,0.969717,0.902563,0.241569,0.0,0.0,0.0,0.0,0.812224,0.0,0.862669,0.0,0.0514172,0.0037869,0.357769,0.0,0.0,0.0,0.0,0.0,1.056,0.0,0.932505,0.0431829,0.077173,0.0,1.26999,1.03505,0.0832594,0.0,0.0,0.0,0.981144,0.0,0.0,0.175927,0.0,0.0,1.49274]
1	0	1	0.1208912655711174	2	 Part 6.	 (0 (0 (0 Part) (0 6)) (0 .))	[0.795701,0.131733,0.0527989,0.0,0.355392,0.0,0.0028531,0.0,0.0,0.0,0.0,0.0,1.28371,0.0,0.893599,0.0,0.130976,0.0,0.0,0.877342,0.645918,0.0411824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11042,0.0258397,0.170353,0.0,0.232502,0.0,0.0,0.0200463,0.243295,0.0156647,0.0410205,0.0,0.0,0.00577249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230342,0.0,0.473404,0.0835476,0.646956,0.0292473,1.42633,0.0,0.0781591,0.0,0.693145,0.925077,0.0125674,0.0,0.108943,0.0,0.0,0.564847,0.0,1.2232,0.0,0.000740528,0.00379505,0.576445,0.0,0.0,0.0,0.0,0.0,1.18917,0.0,0.996398,0.033069,0.0748042,0.0,1.19788,0.983679,0.0638417,0.0,0.0,0.0,1.0277,0.0,0.0,0.283748,0.0,0.0,1.90027]
1	4	1	0.9590492248535156	2	 SECTION 2.02.	 (4 (4 (4 SECTION) (4 2.02)) (4 .))	[0.848807,0.0160433,0.0,0.0,0.311488,0.0,0.0,0.0420625,0.0,0.0,0.0,0.00348719,0.834945,0.0,1.08071,0.0,0.2224,0.0,0.0,0.765092,0.636465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00294,0.0,0.0,0.0,0.046278,0.0,0.0,0.0,0.101515,0.0,0.0,0.0,0.391944,0.0,0.359368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156646,0.0,0.435894,0.0,0.54895,0.0,1.31748,0.0,0.18829,0.162257,1.03216,0.862089,0.0,0.0,0.0,0.0,0.0,0.741838,0.0,1.02246,0.0,0.0,0.0959617,0.470824,0.0,0.0,0.040593,0.0,0.35777,0.985391,0.0,0.828578,0.13728,0.0,0.0,1.25125,0.915902,0.0,0.0,0.0,0.0,0.799364,0.0,0.0,0.346245,0.0,0.0,1.51527]
