Index	Truth	Is_Accurate	ProbSen	Size	Sentence	Tree	RootEmbedding
1	0	1	1.9413715079963367e-08	44	 Thus, cash basis Certificateholders will in effect be required to report income from the Certificates on the accrual basis and Certificateholders will become liable for taxes on Issuer income even if they have not received cash from the Issuer to pay such taxes.	 (0 (0 (0 (0 Thus) (0 (0 ,) (0 (0 cash) (0 basis)))) (0 (0 (0 Certificateholders) (0 will)) (0 (0 in) (0 effect)))) (0 (0 (0 be) (0 (0 required) (0 (0 to) (0 (0 (0 report) (0 income)) (0 (0 from) (0 (0 the) (0 Certificates))))))) (0 (0 (0 on) (0 (0 (0 the) (0 (0 accrual) (0 basis))) (0 (0 (0 and) (0 Certificateholders)) (0 (0 will) (0 become))))) (0 (0 (0 liable) (0 (0 (0 for) (0 (0 taxes) (0 (0 on) (0 (0 Issuer) (0 income))))) (0 (0 even) (0 (0 if) (0 (0 they) (0 have)))))) (0 (0 (0 not) (0 (0 (0 received) (0 (0 cash) (0 (0 from) (0 (0 the) (0 Issuer))))) (0 (0 to) (0 (0 pay) (0 (0 such) (0 taxes)))))) (0 .))))))	[1.27666,0.0,0.826517,0.0,0.0,0.0,0.622393,0.171638,0.0,0.0,0.0,0.934461,0.999065,0.400898,0.755953,0.0,0.987812,0.0,0.0,0.619927,0.915055,0.0,0.0,0.0,0.452132,0.259005,0.724284,0.413623,0.275082,0.417491,0.915939,0.24177,0.240608,0.357024,0.0,0.649465,0.485483,0.555551,0.768167,0.188856,0.553562,0.224329,0.0,0.0,0.0,0.0,0.116716,0.0,0.0,0.0270992,0.0,0.0,0.0,0.0,1.11258,0.469356,0.217166,0.0,0.735151,0.0,0.0,0.0,0.422219,0.459349,0.171477,0.405467,0.0839047,0.0,0.0,0.344361,0.0,0.837523,0.0,0.473377,0.444456,0.798571,0.0,0.0,0.0,0.860284,0.0,0.853974,0.0,0.732352,0.0,0.856145,0.118441,0.654382,1.43985,0.0,0.0,0.0,0.0,0.593766,0.0,0.0,0.0,0.0,0.0,1.10618]
1	0	1	1.4103662806519424e-06	39	 To be excluded from the scope of the Act, a transaction must be entered into between eligible contract participants and must not be executed or traded on a trading facility -LRB- other than an electronic trading facility -RRB-.	 (0 (0 (0 To) (0 (0 be) (0 (0 excluded) (0 (0 from) (0 (0 (0 the) (0 scope)) (0 (0 of) (0 (0 the) (0 (0 Act) (0 (0 ,) (0 (0 a) (0 transaction))))))))))) (0 (0 (0 must) (0 (0 be) (0 (0 entered) (0 (0 into) (0 (0 between) (0 (0 eligible) (0 (0 contract) (0 participants)))))))) (0 (0 (0 and) (0 (0 must) (0 (0 not) (0 (0 be) (0 (0 executed) (0 (0 or) (0 (0 traded) (0 (0 on) (0 (0 a) (0 (0 trading) (0 facility))))))))))) (0 (0 (0 -LRB-) (0 (0 (0 other) (0 (0 than) (0 (0 an) (0 (0 electronic) (0 trading))))) (0 (0 facility) (0 -RRB-)))) (0 .)))))	[1.16718,0.218435,0.81273,0.0,0.130856,0.0,0.580792,0.336955,0.0,0.0,0.136422,0.719279,1.16033,0.298708,0.569212,0.0,0.241433,0.0,0.111199,0.759447,0.88517,0.308519,0.0,0.0,0.193808,0.14315,0.55846,0.466896,0.0,0.0895371,0.86412,0.269487,0.0,0.39847,0.221679,0.458374,0.202493,0.380237,0.729649,0.064915,0.334039,0.0,0.0,0.239192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02173,0.361614,0.51476,0.0,1.18112,0.0,0.0,0.0,0.0,0.668727,0.352991,0.0,0.314219,0.0,0.0,0.536919,0.0,1.18163,0.0532734,0.289402,0.160618,1.06159,0.0,0.0,0.0,0.685139,0.0,0.859482,0.0,0.854505,0.0,0.47834,0.0,0.63636,1.17048,0.0,0.0,0.0,0.0595143,0.167231,0.0,0.0,0.0,0.0,0.0,1.13801]
1	0	1	2.925061721725797e-07	8	 Rebate checks are ordinarily processed within 8-10 weeks.	 (0 (0 (0 Rebate) (0 checks)) (0 (0 (0 are) (0 (0 ordinarily) (0 (0 processed) (0 (0 within) (0 (0 8-10) (0 weeks)))))) (0 .)))	[1.30045,0.308729,0.62057,0.0,0.567031,0.0,0.444726,0.0770565,0.0,0.0,0.0,0.468673,1.23132,0.276903,0.605738,0.0,0.584734,0.0,0.0,0.739887,0.775498,0.00288709,0.0,0.0,0.402134,0.398103,0.421874,0.562561,0.276264,0.154799,0.687258,0.258441,0.320103,0.180342,0.0428377,0.404768,0.660969,0.332282,1.11471,0.386864,0.620139,0.213734,0.0,0.0,0.0,0.0,0.221987,0.0,0.0,0.0,0.0,0.0,0.0,0.00245234,1.12927,0.304959,0.404133,0.0,0.776666,0.0,0.0,0.0,0.277944,0.608225,0.365704,0.141207,0.243224,0.0,0.0,0.222272,0.0,1.33364,0.0,0.221053,0.224178,0.804642,0.0,0.0,0.0,0.343292,0.0,0.97718,0.0,0.649152,0.0,0.441403,0.0,0.475415,1.0751,0.0,0.0969116,0.0,0.0,0.303668,0.0831392,0.0,0.0,0.0,0.0,1.20699]
1	0	1	4.763417826443381e-17	30	 The Option Counterparty -LSB- ECT -RSB- -LSB- Weather Funding Corp. -RSB-, a -LSB- corporation -RSB- -LSB- Limited Liability Company -RSB- organized under the laws of the State of Delaware.	 (0 (0 (0 The) (0 (0 Option) (0 (0 Counterparty) (0 (0 -LSB-) (0 (0 ECT) (0 (0 -RSB-) (0 (0 -LSB-) (0 Weather)))))))) (0 (0 (0 (0 Funding) (0 Corp.)) (0 (0 -RSB-) (0 (0 ,) (0 (0 a) (0 (0 -LSB-) (0 (0 corporation) (0 (0 -RSB-) (0 -LSB-)))))))) (0 (0 (0 Limited) (0 Liability)) (0 (0 (0 Company) (0 -RSB-)) (0 (0 (0 organized) (0 (0 under) (0 (0 (0 (0 the) (0 laws)) (0 (0 of) (0 (0 the) (0 State)))) (0 (0 of) (0 Delaware))))) (0 .))))))	[1.35971,1.15453,1.75661,0.0,0.0,0.0,1.33022,0.615471,0.0,0.0,0.273848,1.21954,0.867935,0.434022,0.495204,0.0,0.0479387,0.0,1.35719,0.935879,1.11751,1.56413,0.0,0.0,0.595172,0.732668,1.23802,0.411705,0.0,0.425282,0.99886,0.976616,0.0,1.2168,1.04734,0.370365,0.195185,0.935156,0.760778,0.0,0.727181,0.356419,0.0,1.79579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13907,0.586432,0.901409,0.438874,1.55217,0.814794,0.0,0.0,0.0,1.10967,1.2742,0.0749427,0.991683,0.0,0.0,0.771459,0.0,0.942508,0.0,0.480626,1.35285,0.740939,0.0,0.0,0.0,0.906152,0.0,0.841117,0.20955,0.92198,0.0,0.967001,0.428483,0.73139,1.6913,0.27466,0.0,0.0,0.802783,0.111777,0.0,0.0,0.0,0.0,0.0,0.777868]
1	0	1	0.006898855324834585	5	 Exhibit C. Execution of Agreement.	 (0 (0 Exhibit) (0 (0 C.) (0 (0 Execution) (0 (0 of) (0 (0 Agreement) (0 .))))))	[0.473087,0.0,0.213545,0.0,0.0,0.0907095,0.102968,0.0,0.0,0.0,0.0,0.175035,0.313958,0.0868326,0.695804,0.0,0.566189,0.0,0.0,0.295921,0.684439,0.0932063,0.0,0.219032,0.0,0.0659089,0.0233782,0.227859,0.0,0.0,0.965732,0.0,0.669191,0.0,0.130046,0.486719,0.0,0.0365493,0.0869873,0.0,0.0527699,0.0,0.0,0.0,0.0,0.285312,0.0168563,0.0,0.0,0.0,0.0,0.0,0.0,0.240678,0.526245,0.0814108,0.281248,0.0,0.47564,0.0,0.0,0.0,0.0787595,0.608565,0.0,0.285317,0.0,0.0,0.0,0.347509,0.0,0.615403,0.0,0.0444126,0.319295,0.78871,0.0,0.0,0.0,0.400336,0.0,0.397422,0.0,0.824321,0.0,0.088793,0.0650558,0.588939,0.733889,0.0,0.357586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899936]
1	0	1	2.983694402321139e-23	22	 Delivery Points: 50,000 MMBtu/d Oasis Waha 25,000 MMBtu/d Norval 12,500 MMBtu/d Valero Spraberry 12,500 MMBtu/d Lone Star Spraberry 100,000 Total MMBtu/d.	 (0 (0 (0 (0 Delivery) (0 Points)) (0 (0 :) (0 (0 (0 50,000) (0 MMBtu/d)) (0 (0 Oasis) (0 (0 Waha) (0 25,000)))))) (0 (0 (0 MMBtu/d) (0 (0 Norval) (0 (0 12,500) (0 (0 MMBtu/d) (0 (0 Valero) (0 (0 Spraberry) (0 12,500))))))) (0 (0 (0 MMBtu/d) (0 (0 (0 Lone) (0 (0 Star) (0 Spraberry))) (0 (0 100,000) (0 (0 Total) (0 MMBtu/d))))) (0 .))))	[1.50417,0.555226,2.05245,0.0,0.0,0.0,1.70538,0.681875,0.0,0.0,0.544703,2.18553,0.820872,0.711091,0.842071,0.0,1.06888,0.0,0.561621,0.840138,1.12275,0.764912,0.0,0.180595,0.902623,1.01566,1.51264,0.506136,0.524598,0.863501,0.866509,0.891397,0.0,1.29871,0.0820738,1.17402,0.857776,1.46949,0.829619,0.0568505,1.43902,0.636295,0.0,0.0,0.0,0.348857,0.770171,0.0,0.0,0.0636523,0.0,0.0,0.0,0.0,1.07132,1.17474,0.414023,0.0,1.17481,0.0,0.0,0.0,0.207917,0.722844,1.25194,1.02547,1.08799,0.0,0.0,0.463682,0.0,0.578598,0.0,0.474445,1.52247,0.687634,0.0,0.0,0.0,1.63605,0.0,0.875624,0.0780769,0.588587,0.0,1.65601,0.560385,1.09604,2.00205,0.0,0.0,0.0,0.0282777,0.481196,0.0,0.0,0.0,0.0,0.0,0.851669]
1	0	1	1.2226573531393115e-08	9	 Please do not type any text in this area.	 (0 (0 (0 Please) (0 (0 do) (0 (0 not) (0 (0 (0 type) (0 (0 any) (0 text))) (0 (0 in) (0 (0 this) (0 area))))))) (0 .))	[0.977345,1.02695,0.787817,0.0,0.294131,0.0,0.509789,0.261826,0.0,0.0,0.0,0.549559,1.12434,0.0,0.899825,0.0,0.16229,0.0,0.732883,1.06453,0.997087,0.864561,0.0,0.0,0.279904,0.243984,0.489495,0.234508,0.0,0.0,1.02278,0.60327,0.0628672,0.422348,0.569305,0.114122,0.0,0.516297,0.11686,0.0,0.168587,0.0331483,0.0,0.828233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667805,0.371687,0.761467,0.498931,1.89713,0.506294,0.0,0.0,0.455299,1.08885,0.712655,0.0,0.515447,0.0,0.0,0.879347,0.0,1.18621,0.0,0.0,0.605024,0.611283,0.0,0.0,0.0,0.319828,0.0,1.19411,0.228833,1.14203,0.0,0.355233,0.235928,1.69918,1.54198,0.338191,0.0,0.0,0.483641,1.32576,0.0,0.0,0.103407,0.0,0.0,1.66742]
1	0	1	0.0	20	 converts the 115 V, 60 Hz power to high voltage, and includes a high tension lead and igniter.	 (0 (0 (0 converts) (0 (0 the) (0 (0 115) (0 V)))) (0 (0 ,) (0 (0 (0 60) (0 (0 Hz) (0 (0 power) (0 (0 to) (0 (0 high) (0 voltage)))))) (0 (0 ,) (0 (0 and) (0 (0 (0 includes) (0 (0 (0 a) (0 (0 high) (0 tension))) (0 (0 lead) (0 (0 and) (0 igniter))))) (0 .)))))))	[3.11876,4.03954,22.5976,0.0,0.0,5.00744,15.0859,8.61355,0.0,0.729053,13.3559,24.2001,0.0,12.0016,6.86981,0.0,9.60654,0.0,1.48942,2.21866,1.80256,8.59649,0.0,9.66898,12.4319,8.98657,19.8478,3.48469,11.0798,10.3857,2.78233,4.9347,3.11455,13.2425,2.61866,13.0481,16.6016,18.4925,1.19799,6.1367,18.4714,6.48391,0.441068,0.0,0.0,17.2019,22.3176,0.0,0.0,2.64517,7.37325,0.0,0.0,3.81662,3.06183,16.2522,4.91576,0.0,4.05645,0.0,0.0,0.0,0.0,1.71776,8.47063,21.6323,8.95956,0.0,0.412662,2.8496,0.0,2.12961,0.0,4.32645,16.6738,0.0,0.0,0.0,0.0,18.9782,0.0,0.0,7.41118,0.0,0.0,17.7868,1.61175,9.73944,5.98165,1.43575,0.0,0.0,0.926954,0.0,1.22341,0.0,4.03228,0.0,0.0,4.23662]
1	0	1	0.0	32	 Congratulations to Miguel Vasquez, Manager in Origination, who recently passed the Chartered Financial Analyst Level III exam and to Paul Gregory -LRB- Associate -RRB- who passed the CFA Level II exam.	 (0 (0 (0 (0 Congratulations) (0 (0 to) (0 (0 Miguel) (0 Vasquez)))) (0 (0 ,) (0 (0 Manager) (0 (0 in) (0 Origination,))))) (0 (0 (0 who) (0 (0 recently) (0 (0 passed) (0 (0 the) (0 (0 Chartered) (0 (0 Financial) (0 Analyst))))))) (0 (0 (0 Level) (0 (0 III) (0 exam))) (0 (0 and) (0 (0 (0 to) (0 (0 Paul) (0 Gregory))) (0 (0 (0 (0 -LRB-) (0 (0 Associate) (0 -RRB-))) (0 (0 who) (0 (0 passed) (0 (0 (0 the) (0 CFA)) (0 (0 Level) (0 (0 II) (0 exam))))))) (0 .)))))))	[3.2605,3.77867,17.9224,0.0,0.0,4.03488,12.1043,6.86409,0.0,0.339134,9.76748,19.1878,0.0,9.06615,5.29845,0.0,7.40911,0.0,1.73536,2.17364,1.69779,7.30708,0.0,7.71217,9.51239,7.16696,15.7463,2.29473,8.66722,8.2373,2.43793,5.14236,2.13893,10.9678,2.32239,9.84138,12.3876,14.2995,1.0228,4.83733,14.3727,5.26434,0.251452,0.0,0.0,12.8772,16.5626,0.0,0.0,1.67077,5.13675,0.0,0.0,2.68514,2.53087,12.5501,3.80631,0.0,3.21767,0.0,0.0,0.0,0.0,1.641,7.0622,16.9755,7.72535,0.0,0.531716,2.4117,0.0,1.76636,0.0,3.78035,13.4624,0.0,0.0,0.0,0.0,14.9359,0.0,0.0,5.84421,0.0,0.0,13.6338,1.99868,7.51177,5.25753,1.08779,0.0,0.0,0.800826,0.0907327,0.920081,0.0,3.17747,0.0,0.0,3.62739]
1	0	1	8.005959323943683e-20	17	 Floating Price: The mean of the arithmetic average of the daily high and low quotations for.	 (0 (0 (0 (0 (0 (0 Floating) (0 Price)) (0 (0 (0 :) (0 (0 The) (0 mean))) (0 (0 of) (0 (0 the) (0 (0 arithmetic) (0 average)))))) (0 (0 of) (0 (0 the) (0 (0 daily) (0 (0 high) (0 (0 and) (0 (0 low) (0 quotations)))))))) (0 for)) (0 .))	[1.6552,0.927024,1.9759,0.0,0.319575,0.0,0.937896,0.840713,0.0,0.0,0.0,0.880943,1.27106,0.0,0.790502,0.0,0.415086,0.0,1.91856,1.46372,1.21891,1.50234,0.0,0.0,1.18392,1.47391,1.07751,0.0,0.519859,0.394083,1.16629,1.54222,0.0,0.874389,0.674937,0.225543,0.0,1.14522,0.35614,0.0,1.15552,0.0894038,0.0,1.03678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10127,0.597211,0.917207,0.628701,2.11251,0.240584,0.0,0.0,0.776188,0.974124,1.82985,0.0,1.27988,0.0,0.0,1.12599,0.0,1.10488,0.0,0.289721,0.999463,0.483954,0.0,0.0,0.0,0.757143,0.0,0.813787,0.503165,0.758592,0.0,0.668109,0.88617,1.20189,1.72042,0.636105,0.0,0.0,0.290791,1.26142,0.0,0.0,0.655397,0.0,0.0,1.60082]
